question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
author_belief,68.42857142857143,strong evidence,SYmQ0zBGswlg1CQO,1,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",bees,"Two boys arrested for the destruction of a couple's beehive and their equipments, killing half a million bees causing great monetary damage. However, even though they are still minors, they are facing charges of up to ten years in imprisonment and thousands of dollars in fine if found guilty."
author_belief,70.9375,strong evidence,SYmQ0zBGswlg1CQO,2,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",bees,"Two boys were recently arrested for the destruction of their neighbor's beehive. They killed over half of the bees. Although the boys are minors, they face up to ten years in prison, and thousands of dollars in fines - if they are convicted."
author_belief,81.5,strong evidence,SYmQ0zBGswlg1CQO,3,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",bees,Two boys were arrested for killing a beehive. They killed half of the bees. The boys could face significant prison time.
author_belief,77.71428571428571,strong evidence,SYmQ0zBGswlg1CQO,4,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",bees,Two boys were arrested for killing a beehive. They killed half of the bees. They are facing jail time.
author_belief,83.8125,strong evidence,SYmQ0zBGswlg1CQO,5,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",bees,Two boys were charged with killing a beehive. They killed have the bees. They are facing jail time.
author_belief,76.73684210526316,strong evidence,VlSEbW1OSdwcTHj8,1,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,"Prof. Jim Smith of Corsen University has been accused of sexual assault of 11 different women. He allegedly had quid pro quo relationships with several graduate students and hosted hot tub parties were nudity was invovled and students were present. If found guilty he could be suspended or even fired, a rarity for tenured professors. Based on character surveys it appears that there may be grounds for these accusations."
author_belief,78.5,strong evidence,VlSEbW1OSdwcTHj8,2,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,A professor was accused of sexual assaulting women in various ways. He had tenure. The accusations are believable given his character judgement.
author_belief,62.333333333333336,strong evidence,VlSEbW1OSdwcTHj8,3,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,A professor was accused of sexually assaulting several women. His actions came as shock since he had tenure.
author_belief,65.47368421052632,strong evidence,VlSEbW1OSdwcTHj8,4,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,"People were surprised when a professor was found guilty of sexually assaulting multiple women, They were surprised that he would was found guilty because he had tenure."
author_belief,64.77777777777777,strong evidence,VlSEbW1OSdwcTHj8,5,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,People were surprised that the professor was found assaulting multiple women. They are surprised that he was found guilty because he had Tenure.
author_belief,58.65,strong evidence,WdBIcKMSI5txdaDd,1,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,"A professor is suspected of sexual harassment. It has been reported by many of his graduate students and other peers. If found guilty, he would be asked to leave his position."
author_belief,59.23529411764706,strong evidence,WdBIcKMSI5txdaDd,2,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,"A professor is suspected of sexual harassment. It was been reported by graduate students and his peers. If found guilty, he would be asked to leave his position."
author_belief,52.875,strong evidence,WdBIcKMSI5txdaDd,3,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,"A professor is suspected of sexual harassment and he was reported by graduate students. If he is found guilty, he will have to leave his position."
author_belief,52.94736842105263,strong evidence,WdBIcKMSI5txdaDd,4,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,"Graduate student reported sexual assault from a professor. If the professor is convicted, he will lose his job."
author_belief,52.388888888888886,strong evidence,WdBIcKMSI5txdaDd,5,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",professor,Graduate students accused a professor of sexual assault and he will lose his job if he is found guilty.
author_belief,77.2,strong evidence,WFnJiReIDnBkpFsB,1,"How much does the author believe that the suspect (i.e., the person/people underlined in the story) is guilty?",scam,"August 2018 in Spain there was an email scam that accumulated over $17 million to the scammers. Victims were sent an email that claimed they had to pay thousands of dollars in order to evade a lawsuit over the sharing of pornographic media. The email account associated with the scam email could be traced to a local law form who quickly disputed it as a hoax. By then, multiple people had already paid. The location of the scammers could be traced to a local coffee shop where clear footage revealed a man and a woman who were allegedly responsible for the scam."
